ID	SEX	MUMID	TWIN	BIRTHYEAR	DEADAGE	DEADAGE.m	Jaw	Leg
5981	1	7642	NA	26	8	NA	116.35	76.4
3610	1	6184	0	19	0	11	96.83	72.18
5108	1	3926	NA	2	9	NA	126.65	81.87
1115	1	3986	0	18	0	12	103.31	70.96
1048	1	43	1	23	0	12	102.66	74.32
519	1	8183	0	11	0	11	101	72.05
5112	2	4182	0	1	0	9	97.37	71.61
448	1	2611	0	12	0	9	99.01	71.44
7513	1	2843	1	6	0	12	94.4	66.5
2568	1	2113	0	24	0	12	103.15	74.45
3119	1	8293	1	23	0	12	96.67	74.25
1024	1	8712	NA	2	9	NA	124.37	84.41
1325	1	7710	0	18	0	11	96.91	68.65
6762	1	516	1	12	0	9	91.8	65.71
7642	1	1260	NA	2	11	NA	123.99	81.61
6016	2	6215	1	18	0	11	102.93	83.26
665	1	7014	0	6	0	11	87.83	69.34
3704	2	8293	NA	7	1	NA	111.3	75.1
5400	2	6299	0	15	0	9	99.02	74.83
1349	1	5301	0	24	0	11	91.4	68.5
2482	2	8669	NA	21	2	NA	120.81	NA
9005	2	4871	0	18	0	10	106.86	80.83
5798	1	5169	0	12	0	12	99.49	74.37
7378	2	5181	0	15	0	9	101.56	71.58
5133	2	6831	0	18	0	10	100.68	69.4
5633	1	6792	1	23	0	11	94.72	70.79
6975	2	1576	1	23	0	11	101.47	77.2
5063	2	4306	0	22	0	11	99.39	74.36
5741	1	6	0	13	0	12	104.82	75.03
8360	1	2265	0	1	0	10	96.48	78.7
4895	1	14	0	9	0	11	102.01	78.83
384	2	2240	1	6	0	11	100.28	73.29
4974	1	2829	0	12	0	9	96.47	68.79
4813	1	7710	1	23	0	11	98.62	74.83
2236	1	6934	NA	19	1	NA	107.75	69.25
8980	1	7898	NA	9	4	NA	126.08	79.37
2780	1	1607	NA	29	10	NA	121.64	83.63
8479	1	4820	NA	29	3	NA	118.74	87.1
6909	1	1689	0	8	0	11	92.33	68.13
5751	1	3432	NA	2	11	NA	121.82	78.08
542	2	7448	1	22	0	10	94.66	69.8
5565	1	2515	NA	26	7	NA	121.96	84.26
8290	2	4000	1	29	0	10	98.52	NA
4059	2	3857	0	13	0	10	104.97	75.65
3148	1	1696	1	9	0	8	95.53	70.33
527	1	6237	0	8	0	11	96.4	69.25
8547	2	5084	NA	26	1	NA	112.6	82.15
7777	2	8738	0	8	0	9	100.3	71.8
805	1	2697	1	22	0	12	NA	57.44
7866	2	5378	NA	7	6	NA	127.5	88.77
518	1	5981	0	27	0	12	101.8	76.88
8800	1	3137	0	11	0	10	101.06	78.83
7387	2	715	NA	5	6	NA	128.79	84.75
8994	2	2780	1	11	0	10	93.37	70.07
2885	2	4739	0	8	0	11	100.35	74.54
4840	2	695	NA	23	1	NA	108.05	77.2
5317	2	5556	NA	4	2	NA	121.79	83.16
3831	2	64	1	11	0	9	96.2	62.41
8748	2	3986	0	16	0	12	110.3	83.39
3613	2	3659	0	22	0	10	91.83	67.92
6748	2	3948	0	29	0	10	103.07	NA
1023	1	52	1	12	0	11	96.03	69.53
7471	1	6208	1	9	0	11	101.67	71.18
3895	2	6974	NA	25	2	NA	116.34	77.03
3622	2	2476	0	11	0	10	95.86	74.89
7690	2	3636	0	24	0	10	102.6	72.9
5164	1	6027	1	23	0	11	103.74	78.82
3776	1	5296	NA	7	4	NA	124.49	76.04
662	1	6850	1	6	0	11	103.18	68.43
8456	2	8004	0	27	0	11	106.54	75.9
5895	1	4781	NA	22	9	NA	129.05	85.79
7214	2	7908	NA	5	2	NA	122.13	NA
1101	2	7501	NA	4	2	NA	112.13	83.37
4853	1	2966	1	7	0	9	98.55	73.65
8711	2	3328	0	19	0	10	102.9	82.37
4489	1	8116	NA	7	9	NA	123.36	81.51
1653	2	695	1	6	0	10	98.91	74.54
3054	1	6159	NA	7	8	NA	112.53	81.32
2262	1	3366	NA	22	1	NA	111.85	83.55
4955	1	3082	0	26	0	11	98.52	67.59
7448	1	6792	NA	5	6	NA	121.5	81.78
8689	2	6706	0	23	0	10	103.37	74.77
3971	1	4783	NA	26	8	NA	119.7	82.81
4676	2	183	NA	14	2	NA	122.3	80.6
1483	1	7287	1	15	0	10	94.7	72.47
5970	2	5831	NA	2	6	NA	123.5	83.3
5607	1	1456	1	19	0	11	89.92	66.56
5440	1	587	NA	20	7	NA	118.78	NA
7715	2	7908	NA	23	5	NA	121.14	79.91
2017	2	4781	0	23	0	12	100.88	72.02
6764	1	5479	NA	18	7	NA	120.05	80.8
3973	2	5318	0	11	0	10	97.39	76.62
8912	2	9017	1	6	0	11	100.15	NA
2647	1	7506	1	2	0	13	97.89	NA
4363	2	1860	0	12	0	9	94.73	71.89
2157	2	821	NA	21	2	NA	120.93	NA
2064	1	8678	0	13	0	10	98.72	77.76
3075	2	3514	NA	5	1	NA	106.89	75.76
6655	1	2467	1	12	0	10	95.85	72.24
2239	1	4167	0	22	0	11	87.39	60.31
8486	2	5193	NA	3	1	NA	121.72	78.54
6587	1	1074	NA	16	2	NA	117.24	82.95
7576	2	2974	NA	22	1	NA	103.71	75.3
6815	2	6110	NA	22	1	NA	106.25	78.11
3911	2	8913	0	24	0	11	104.85	69.65
7475	2	7537	NA	4	2	NA	116.86	81.25
8037	1	535	NA	7	9	NA	117.63	78.87
6723	1	2467	1	13	0	11	96.48	60.54
2161	2	8980	1	1	0	9	98.68	75.47
1479	1	2963	NA	23	8	NA	123	80.5
6120	1	8342	0	22	0	11	95.19	70
3636	1	1472	NA	14	2	NA	110.55	70
2790	1	3474	0	19	0	11	102.31	77.28
358	2	8145	0	12	0	12	107.83	78.45
5004	2	5585	0	29	0	11	103.52	NA
4039	2	1411	0	15	0	11	103.87	75.61
1056	2	1783	0	11	0	11	97.34	77.77
8261	1	6106	NA	7	6	NA	124.15	82.42
4887	1	3137	0	16	0	12	99.71	75.43
8564	2	6237	0	12	0	8	90.15	66.26
6305	2	4073	0	1	0	11	97.92	74.36
5447	1	2839	0	22	0	12	NA	73.69
108	1	3668	0	16	0	12	109.31	77.11
2855	1	64	1	11	0	10	94.49	62.7
521	2	2113	NA	9	4	NA	125.07	83.1
824	2	2780	1	23	0	12	97.42	77.43
6629	1	6102	1	6	0	12	101.7	71.16
2192	1	7642	0	12	0	10	102.13	74.47
5945	2	4179	NA	7	1	NA	115.3	83.15
4628	2	6843	0	27	0	11	104.05	71.41
547	1	3834	1	22	0	11	93.33	69.74
183	1	331	NA	2	9	NA	121.36	78.28
507	2	6645	0	11	0	10	100.57	64.81
3082	1	7596	NA	7	10	NA	112.14	79.43
607	1	7638	1	16	0	12	101.12	65.95
1942	1	4626	NA	18	1	NA	111.94	NA
6255	1	2548	0	8	0	11	99.46	73.01
4618	2	3137	0	18	0	11	100.07	75.32
6871	1	8145	NA	26	1	NA	114.78	81.72
8729	1	3948	NA	3	6	NA	120.28	77.06
4546	2	2070	NA	16	5	NA	117.15	80.2
6894	2	2623	0	19	0	12	101.8	75.63
1719	2	6340	0	19	0	11	97.2	69.52
5890	2	6934	0	1	0	9	97.37	66.91
7131	2	6555	1	26	0	11	89.41	67.93
215	1	1576	1	23	0	11	103.74	77.87
2936	1	8913	0	11	0	12	98.58	71.4
7317	2	2134	NA	2	1	NA	112.45	81.81
792	1	1725	0	8	0	11	89.25	67.13
6384	1	5440	NA	5	1	NA	114.96	83.71
8544	1	6786	0	19	0	9	88.85	65.61
254	1	4192	1	16	0	11	97.38	64.29
2997	1	3137	0	2	0	11	96.02	72.61
1976	2	2240	1	6	0	12	100.95	71.34
7966	1	5529	0	24	0	11	101.51	73.09
1728	1	4031	NA	14	2	NA	120.4	82.5
2083	1	8732	0	24	0	10	96.75	72.8
4648	1	1416	0	29	0	10	97.65	NA
7074	2	3592	0	13	0	11	99.96	72.56
742	1	5006	1	23	0	12	96.51	67.61
3258	1	582	0	11	0	12	107.33	77
4276	1	4000	NA	25	2	NA	123.57	83.58
8953	1	7519	0	24	0	12	95	75.9
3989	2	552	1	23	0	11	NA	68.89
4407	1	8079	0	12	0	12	98.41	72.62
8208	1	3227	0	15	0	11	101.67	72.75
1618	1	2809	0	29	0	11	99.3	NA
8273	1	3637	0	1	0	9	92.74	65.04
6510	2	3506	0	16	0	11	107.9	75.23
2048	2	4820	NA	25	8	NA	125.66	87.79
3171	2	6621	0	6	0	12	106.34	NA
1045	1	6106	0	24	0	11	102.65	75.8
6526	1	9023	NA	14	5	NA	122.16	79.49
4326	2	556	1	6	0	11	100.59	69.75
5466	1	6477	NA	7	1	NA	116.4	77.2
7394	2	1073	0	8	0	10	93.79	76.1
4022	2	3483	1	15	0	11	99.36	72.08
3850	2	1607	NA	21	2	NA	124.7	NA
5658	2	2548	0	15	0	11	102.69	77.73
627	2	2963	NA	3	1	NA	112.22	71.06
2989	2	2286	0	27	0	9	101.42	68.23
8755	1	335	0	24	0	11	102.57	76.81
4092	1	7519	NA	26	1	NA	109.56	82.78
243	2	2186	NA	27	3	NA	120	77.62
5804	2	6858	0	29	0	11	105.9	NA
4261	2	1321	NA	2	1	NA	112.05	80.65
8552	2	8407	0	1	0	10	101.71	74.89
256	1	14	NA	27	3	NA	120.17	85.29
4362	1	6414	1	15	0	8	89.6	NA
7918	2	6414	0	9	0	9	94.52	58.48
6229	2	5371	1	15	0	11	96.96	73.08
3369	1	772	NA	13	3	NA	116.33	83.25
7529	2	6503	0	12	0	9	94.78	65.96
3457	1	1042	NA	21	2	NA	114.91	NA
1798	1	6849	0	18	0	8	89.22	66.06
694	1	3994	1	11	0	10	97.99	66.47
8376	1	8835	NA	23	11	NA	124.44	81.2
4219	2	8946	0	1	0	11	98.04	76.02
2987	1	6850	1	29	0	11	97.35	NA
559	2	772	NA	27	1	NA	113.83	87.83
3270	1	6946	NA	23	8	NA	124.9	81.75
6642	2	6237	0	19	0	9	92.05	62.05
1228	2	240	0	29	0	12	104.29	NA
857	2	8063	NA	9	4	NA	117.75	81.97
1829	1	4252	NA	26	8	NA	116.55	81.68
3558	1	5895	NA	26	8	NA	124.64	81.34
3665	2	482	0	7	0	11	100.97	NA
5513	2	4101	1	1	0	9	96.66	70.05
2970	1	5220	NA	26	1	NA	113.56	77.35
6477	1	2452	NA	11	8	NA	125.53	82.42
8286	2	8316	1	12	0	8	92.9	65.42
6230	2	7684	0	2	0	3	91.14	68.25
8535	2	1085	1	11	0	10	97.83	69.17
3545	1	2814	NA	20	1	NA	109.37	NA
4488	1	6792	1	6	0	12	102.42	71.58
3346	1	8593	0	1	0	11	99.53	78.86
777	2	2034	0	9	0	12	104.09	78.51
5433	2	2665	0	18	0	11	103.4	68.96
756	2	3356	1	12	0	10	95.97	68.75
5698	1	1696	0	27	0	11	102.82	71.34
7339	1	3603	NA	21	2	NA	108.13	NA
8423	2	5440	NA	6	7	NA	126.22	87.49
3253	1	6526	NA	26	1	NA	114.54	NA
7638	1	1916	NA	23	4	NA	126.44	86.83
5056	2	335	0	8	0	11	101.62	69.46
6807	2	5516	0	12	0	10	95.36	77.63
5561	1	6300	NA	21	2	NA	116.69	NA
8927	1	8901	1	12	0	10	94.28	72.48
6228	2	6831	NA	25	5	NA	123.33	83.14
8895	2	27	0	11	0	9	105.52	77.25
5825	2	5479	NA	2	3	NA	126.39	84.43
8854	2	3650	0	27	0	12	98.17	72.21
3043	1	2604	NA	15	2	NA	117.37	85.25
1180	2	8533	0	15	0	11	100.92	75.46
188	2	5691	NA	22	1	NA	115.4	80.07
6637	1	1456	0	9	0	12	109.09	76.86
8483	2	8971	NA	20	1	NA	120.71	NA
8528	1	3719	0	1	0	11	96.13	73.33
5589	2	8913	NA	4	2	NA	120.23	NA
265	1	8603	0	19	0	12	102.48	72.66
5891	2	465	NA	2	3	NA	124.56	80.4
7105	1	64	1	23	0	12	NA	69.01
706	1	8567	NA	16	1	NA	107.39	NA
5686	1	7931	0	11	0	11	102.55	78.05
2312	1	7942	0	24	0	9	93.53	65.15
6463	2	2188	0	1	0	9	100.8	70.46
3527	1	9012	0	1	0	11	95.13	72.44
4903	1	1199	NA	20	10	NA	113.84	71.71
431	2	556	1	6	0	11	101.51	73.74
2273	2	4489	NA	9	4	NA	128.3	87.32
1305	2	8364	0	16	0	11	106.08	76.22
8197	2	1531	0	24	0	9	94.45	71.15
7679	2	8970	0	8	0	12	97.13	73.75
8908	2	2467	NA	4	1	NA	114.93	78.12
5311	2	8491	0	1	0	10	106.1	78.02
2141	1	4273	0	19	0	10	87.99	79.33
658	2	1164	0	12	0	10	103.27	72.97
3591	1	6871	0	12	0	11	100.05	67.73
3373	2	4265	0	27	0	11	97.16	76.65
5151	1	5103	0	6	0	11	96.12	75.84
4543	2	1622	1	29	0	11	103.22	NA
981	1	695	1	23	0	12	101.71	74.2
6086	2	1647	0	26	0	11	98.48	74.85
6944	2	7287	1	9	0	7	95.62	71.1
7117	2	162	0	22	0	7	93.7	64.57
8919	2	8865	NA	21	2	NA	124.55	NA
58	2	5815	0	13	0	11	96.13	77.44
8095	1	8738	0	12	0	10	96.22	71.93
809	1	8376	NA	16	8	NA	122.87	83.85
7546	1	582	NA	7	1	NA	103.4	70
5299	1	3655	0	9	0	10	100.26	79.28
1438	2	8234	0	11	0	11	99.73	73.74
3662	1	553	0	12	0	10	89.8	72.53
3473	2	4229	0	1	0	10	100.62	78.01
2389	1	6006	0	1	0	8	92.03	70.55
1123	1	5556	0	15	0	11	101.23	72.28
5018	1	5006	1	23	0	11	93.16	71.48
8659	2	3762	NA	6	7	NA	128.89	85.69
2095	2	6214	0	23	0	12	97.49	74.65
4839	2	183	0	12	0	10	98.73	78.46
6254	2	3994	1	12	0	9	88.71	65.08
7433	2	7908	NA	18	4	NA	123.9	87.44
6902	2	5879	NA	5	2	NA	114.81	83.84
1274	1	2857	NA	20	11	NA	124	79.53
6558	2	1969	NA	9	4	NA	119.34	78.17
2134	1	6831	NA	3	8	NA	122.03	81.96
3941	1	1760	0	19	0	10	95.91	70.04
7676	1	2052	NA	7	1	NA	105.65	74.95
8202	1	75	NA	26	8	NA	116.3	76.78
6143	1	4252	0	12	0	11	95.76	72.55
5301	1	5928	NA	14	2	NA	119.25	81.85
5992	2	8746	0	4	0	1	70.73	56.72
8345	1	1164	NA	4	5	NA	124.66	82.17
6464	1	3316	NA	21	2	NA	125.59	NA
8419	1	64	NA	7	1	NA	108.1	67.7
3047	2	1015	0	7	0	11	109.68	NA
7931	1	7201	NA	5	6	NA	123.71	76.62
1651	1	3983	0	6	0	11	107.13	NA
3362	2	8835	0	29	0	12	108.01	NA
5711	1	4251	1	1	0	9	94.34	68.98
6973	1	7898	NA	13	5	NA	122.96	82.06
7382	1	7219	0	13	0	11	103.19	71.27
7506	1	6792	NA	6	7	NA	125.87	80.71
332	1	8896	0	19	0	11	96.5	69.72
7524	1	8021	1	12	0	11	99.02	68.51
2556	1	7664	0	1	0	11	102.93	77.03
3881	2	795	0	22	0	12	99.31	73.84
3397	2	7024	0	11	0	11	104.25	75.34
5057	1	7751	NA	2	9	NA	123.14	84.97
7332	1	3994	1	7	0	8	96.65	67.92
6630	1	3080	0	24	0	9	91.2	65.8
4085	1	2982	NA	6	10	NA	122.3	79.5
3099	2	7287	1	19	0	9	91.72	68.32
8278	1	3879	1	27	0	10	96.19	66.05
2481	1	2985	1	9	0	12	96.51	74.99
7103	1	1969	NA	8	1	NA	104.96	76.01
2453	2	382	0	9	0	12	104.89	75.47
2351	2	7287	1	27	0	10	101.13	73.07
7135	2	4356	0	12	0	11	94.81	69.26
1288	1	2913	NA	3	8	NA	120.21	77.99
2548	1	6849	NA	14	10	NA	125.67	83.53
1198	1	8836	NA	21	2	NA	120.65	NA
8234	1	2913	NA	3	8	NA	121.81	77.08
4519	1	2463	0	16	0	13	89.9	67.34
7174	2	3112	NA	21	2	NA	116.64	NA
4985	2	218	NA	14	2	NA	115.7	83.4
7185	1	7020	NA	26	1	NA	111.89	75.85
1380	2	1568	NA	5	2	NA	114.03	77.58
3926	1	8835	NA	25	9	NA	129.87	83.97
4153	1	1783	NA	3	11	NA	121.1	83.5
8776	1	3227	0	12	0	8	90.44	66.94
4855	2	613	0	1	0	9	93.66	70.67
2117	1	801	1	16	0	10	86.21	60.83
8737	2	331	NA	7	1	NA	120.11	76.4
7835	2	2623	0	9	0	12	106.05	77.06
8104	1	3687	0	24	0	11	98.95	68.1
7681	1	7842	NA	22	9	NA	127.19	NA
988	1	3159	0	1	0	9	91.63	69.1
4524	2	2452	NA	26	7	NA	119.72	78.06
1580	2	1241	0	15	0	12	93.55	68.49
1689	1	3687	NA	26	7	NA	118.05	74.5
977	2	5556	0	27	0	12	102.96	78.59
3400	2	8877	NA	16	5	NA	125.85	84.65
1151	1	7287	1	19	0	9	90.52	69.15
5505	1	6765	NA	2	3	NA	116.18	69.85
6516	1	8600	NA	2	9	NA	126.5	83.5
5123	2	6849	1	11	0	10	98.52	73.67
7464	1	4783	0	13	0	11	103.42	76.91
1648	1	7493	0	1	0	9	93.79	68.64
346	1	4031	0	11	0	11	102.4	78.39
7942	1	8746	NA	7	1	NA	114.1	81.8
1759	1	3082	NA	15	2	NA	114.27	81.79
6419	2	1142	0	6	0	8	82.06	NA
2184	1	4358	NA	3	1	NA	113.01	NA
8364	1	695	NA	3	8	NA	122.01	75.81
8275	1	3874	0	24	0	10	97.65	72.3
4966	2	3356	NA	7	3	NA	125	75.09
6026	1	8848	NA	3	11	NA	124.35	80.5
7848	1	8978	1	27	0	11	95.23	62.85
5991	2	5505	0	22	0	11	95.12	69.37
6352	2	3837	0	12	0	11	103.61	80.36
2365	1	7510	NA	14	2	NA	118.2	79.65
4291	2	5580	NA	4	2	NA	112.03	84.27
1643	1	7842	0	11	0	11	101.52	75.33
3908	1	1647	0	12	0	9	94.78	75.31
1371	2	2665	1	23	0	11	104.68	77.2
7153	2	4822	NA	3	1	NA	120.58	80.77
6848	2	8678	NA	7	1	NA	114.4	83.5
234	1	7515	0	1	0	10	93.96	75.06
3328	1	6006	NA	9	4	NA	125.27	85.73
7551	2	3650	0	1	0	11	99.73	70.78
4596	1	43	0	29	0	10	94.83	NA
195	2	8575	NA	26	1	NA	108.3	81.36
4931	2	4485	NA	4	2	NA	122.62	72.99
7881	2	3376	0	23	0	11	107.43	74.92
3227	1	5529	NA	4	7	NA	120.14	76.33
628	1	1858	0	1	0	10	100.67	78.89
5943	2	4265	0	1	0	9	95.53	71.28
6025	2	1900	NA	20	1	NA	119.7	NA
4446	2	4485	1	12	0	9	96.04	68.23
1663	1	8600	1	16	0	4	81.73	69.86
1011	2	3483	1	15	0	11	96.74	72.56
1392	2	7663	1	11	0	11	74.38	NA
3459	2	1274	0	11	0	9	100.52	73.81
3732	1	8060	1	29	0	11	104.23	NA
6600	1	2240	1	23	0	12	98.38	73.23
6649	2	7510	NA	26	1	NA	115.01	84.29
6170	2	2253	1	11	0	10	100.18	76.42
3937	1	5815	0	15	0	12	98.61	75.32
7596	1	1260	NA	5	9	NA	124.8	83.2
1880	2	2008	0	24	0	11	104.25	72.45
7738	2	3112	0	29	0	11	104.7	NA
5703	2	5499	1	15	0	10	93.76	68.76
20	1	745	1	12	0	8	87.88	NA
2252	1	2975	0	8	0	6	81.83	61.25
5412	1	5642	NA	29	13	NA	128.94	81
8194	1	1195	0	17	0	11	101.92	NA
5167	2	1622	1	6	0	10	96.49	NA
6915	2	7681	NA	8	1	NA	115.73	79.43
1849	2	3054	NA	27	1	NA	113.41	82.64
126	2	8145	0	13	0	11	103.66	79.56
8064	1	8978	0	9	0	11	100.39	71.7
2119	2	1783	NA	23	1	NA	114.23	81.18
7726	2	149	0	12	0	10	102.3	79.78
111	1	9023	0	23	0	10	89.42	66.16
1993	1	2700	NA	23	5	NA	117.73	89.2
4858	2	7202	NA	7	1	NA	122.5	82.6
2065	1	7842	0	2	0	11	100.53	70.73
4660	1	3843	0	13	0	11	94.28	72.07
8448	2	4167	1	13	0	9	88.52	63.02
3389	1	2970	0	12	0	11	94.38	68.56
4587	1	5084	1	8	0	11	89.38	65.61
252	1	1809	0	1	0	11	102.23	73.66
8161	2	3986	NA	3	1	NA	121.26	78.59
6001	1	503	NA	18	10	NA	119.62	69.88
3228	2	2306	0	12	0	10	98.76	73.91
5459	2	6027	1	6	0	11	101.5	70.93
6843	1	8605	NA	4	9	NA	121.86	75
4631	2	7451	0	11	0	10	106.37	77.07
146	1	6487	NA	2	3	NA	130.7	91.67
6462	2	6252	0	22	0	11	96.29	75.64
5590	1	3766	0	29	0	11	99.62	NA
1626	1	7898	0	12	0	11	95.83	69.65
6978	2	7434	NA	23	5	NA	130.49	83.84
4666	2	3832	NA	2	3	NA	126.26	88.92
5405	1	553	0	8	0	6	77.75	57.81
1225	2	503	NA	14	7	NA	132.73	83.91
8505	2	7221	0	6	0	10	96.07	64.86
5159	2	3857	1	9	0	11	100.92	75.12
2622	1	255	0	12	0	11	96.67	69.24
3994	1	8364	NA	23	11	NA	121.64	72.99
7124	2	1916	1	6	0	12	99.87	71.42
8133	1	6792	NA	3	1	NA	116.14	NA
1884	2	1607	NA	25	5	NA	131.83	92.58
692	1	552	NA	29	10	NA	129.33	83.22
1076	2	6351	0	1	0	10	106.18	77.66
7077	2	8234	1	23	0	11	103.48	73.57
1808	1	2052	1	24	0	8	89.6	66.1
6346	1	6015	NA	14	2	NA	112.25	76.75
6303	2	8376	1	12	0	9	92.15	66.18
7021	1	6158	0	11	0	11	98.28	73.38
260	1	7519	NA	4	2	NA	113.42	76.07
1874	2	2899	NA	26	6	NA	126.78	88.76
2864	2	6768	NA	7	1	NA	113.9	84
1402	1	2966	0	24	0	11	98.2	73
5334	1	556	0	22	0	9	91.82	67.91
6478	2	3499	NA	7	4	NA	120.81	83.76
2701	2	7201	NA	23	5	NA	119.45	80.67
6615	1	3983	0	29	0	12	102.86	NA
3330	2	3948	NA	20	1	NA	114.91	NA
7606	1	8978	0	19	0	12	95.37	72.83
7696	2	5340	1	1	0	8	95.08	67.03
3652	2	3483	1	19	0	12	97.48	68.12
8844	1	6006	0	27	0	11	108.12	80.9
1910	1	3227	0	13	0	12	97.76	72.79
7908	1	821	NA	25	9	NA	121.42	69.18
7220	1	3356	1	24	0	10	95.9	66.6
1743	1	3971	NA	27	3	NA	119.71	82.85
3533	2	1622	NA	3	4	NA	124.68	88.14
7366	2	7510	0	16	0	9	89.01	60.2
3661	2	3376	1	16	0	10	96.51	71.82
801	1	1274	NA	18	6	NA	123.7	75.49
8370	1	1916	0	29	0	6	100.03	NA
1341	2	43	0	6	0	13	102.47	80.29
8091	1	3054	NA	27	3	NA	114.98	72.98
2364	2	1916	0	18	0	11	105.37	74.59
2179	1	5895	1	12	0	10	96.38	70.42
6211	2	5542	0	9	0	12	100.27	77.34
8550	1	1106	0	1	0	10	97.66	76.72
7026	1	7615	1	8	0	12	90.52	67.08
8813	1	8712	NA	18	4	NA	118.22	80.44
7223	1	2317	0	8	0	12	99.61	74.58
4783	1	3926	NA	22	9	NA	126.45	81.58
2730	1	6252	NA	14	2	NA	107.7	83.55
7372	1	3506	0	22	0	11	99.99	72.35
1836	2	5950	0	29	0	12	100.85	NA
1819	2	1073	NA	9	4	NA	124.5	87.57
4056	2	5935	1	15	0	10	99.59	70.08
888	1	4854	NA	14	2	NA	122	81.15
5971	1	3846	0	29	0	9	91.67	NA
1896	2	8345	1	9	0	12	102.99	71.64
2745	2	3514	0	29	0	11	105.14	NA
8439	1	2633	1	23	0	11	99.1	71.97
3039	1	1	0	16	0	12	92.55	62.46
2339	2	6001	NA	26	6	NA	120.57	75.89
741	2	7499	0	18	0	11	111.37	83.11
1718	2	3162	0	22	0	10	102.56	68.14
8321	1	5642	NA	21	8	NA	124.61	81.46
7664	1	2113	NA	8	6	NA	130.02	81.9
52	1	2253	NA	22	7	NA	130.28	84.51
4371	2	5564	0	1	0	9	98.09	72.32
5928	1	5673	NA	16	8	NA	122.58	82.89
2034	1	3111	NA	26	8	NA	122.32	85.65
8215	1	8261	0	12	0	11	102.36	75.62
8006	2	6443	1	24	0	8	89.8	64.5
6483	2	7861	NA	27	3	NA	124.9	87.87
2434	1	3839	0	1	0	12	103.78	79.9
3234	2	6006	0	13	0	10	104.98	77.62
5009	1	8712	NA	5	9	NA	120.9	83.85
7667	2	7663	0	12	0	10	96.95	64.22
6108	1	8866	NA	20	1	NA	113.83	NA
4160	2	465	1	18	0	10	98.34	73.26
4003	2	6937	0	11	0	10	100.17	68.73
27	1	2240	NA	5	6	NA	119.41	81.69
2429	2	8376	NA	4	2	NA	117.65	82.23
1110	2	1024	NA	26	1	NA	114.59	85.16
3782	1	4517	NA	27	3	NA	115.76	81.93
6257	1	795	NA	5	9	NA	120.55	79
7115	2	1543	NA	26	1	NA	98.38	68.41
1221	1	2240	NA	5	6	NA	122.18	84.84
7682	1	5134	0	19	0	12	93.51	64.85
8636	2	7877	NA	9	4	NA	124.8	83.93
5995	1	3015	0	11	0	11	99.08	75.5
2180	1	6001	NA	26	3	NA	117.32	72.42
5214	1	2506	0	24	0	10	92.45	77
2444	2	8575	NA	26	1	NA	110.47	78.27
5353	1	1456	NA	19	1	NA	105.91	86.58
4797	1	335	NA	26	1	NA	109.83	78.97
1639	2	7451	NA	16	2	NA	117.89	83.77
8857	2	3416	1	12	0	9	95.18	71.5
6756	1	1207	0	29	0	11	96.7	NA
6324	1	3994	1	11	0	11	96.15	67.44
6411	1	2113	NA	7	1	NA	106.15	75.3
5842	1	4871	1	6	0	12	102.27	76.27
4708	1	5773	0	11	0	12	100.01	71.33
5245	2	3754	0	12	0	11	94.62	71.58
7581	1	5751	0	13	0	11	102.37	74.08
1350	1	5340	0	27	0	12	99.9	69.84
6128	2	6443	NA	26	1	NA	104.76	73.97
6441	1	8021	NA	4	8	NA	123.08	76.65
3883	1	8598	0	6	0	11	91.45	65.16
894	2	5166	0	1	0	9	99.41	70.24
170	2	8316	0	22	0	11	100.88	70.72
5390	2	970	NA	7	1	NA	121.25	83.85
455	2	6027	NA	25	2	NA	124.99	83.48
4256	1	6765	NA	5	12	NA	125.72	75.71
8079	1	1532	NA	14	7	NA	123.56	80.57
5109	2	382	NA	27	3	NA	130.45	83.24
5342	1	8848	1	3	0	13	100.88	74.31
2798	1	5959	NA	2	1	NA	115.1	82.76
752	2	1107	0	22	0	5	97.72	NA
4958	2	4067	NA	12	1	NA	93.14	NA
4723	2	1983	0	11	0	9	94.66	69.42
8223	2	2935	NA	13	4	NA	127.83	75.83
2814	1	1375	NA	21	2	NA	119.1	NA
7706	1	1647	0	13	0	11	92.24	67.53
2564	2	339	0	6	0	11	102.61	72.06
2244	2	3564	0	1	0	10	98.15	70.45
2683	2	2945	0	13	0	10	91.42	74.53
2128	1	7780	NA	29	10	NA	130.06	82.17
3785	1	4031	NA	7	11	NA	121.07	82.49
5641	2	4153	NA	16	2	NA	124.63	NA
3853	2	1782	NA	7	1	NA	111.15	80.3
3046	2	1207	NA	20	1	NA	113.91	NA
4719	1	6001	0	12	0	8	95.21	64.92
106	1	2515	NA	7	1	NA	114.15	79.85
3943	2	6755	1	6	0	11	101.01	67.34
6684	1	5691	0	18	0	11	96.35	73.32
216	1	183	NA	22	1	NA	109.89	77.76
5117	2	3270	NA	7	1	NA	110.45	80.6
2648	1	4770	0	24	0	10	96.8	66.7
8250	2	2253	1	11	0	10	100.09	79.42
593	2	1705	0	15	0	11	99.69	80.22
666	1	2052	NA	7	1	NA	112.9	78.25
5965	1	7202	1	24	0	10	98.6	70.35
5792	1	3367	0	11	0	11	93.05	69.27
8909	1	1794	0	12	0	8	83.09	60.11
6692	1	4935	NA	8	6	NA	122.23	81.86
1647	1	5287	NA	22	9	NA	118.07	79.39
7096	2	5881	1	7	0	11	104.2	NA
2373	2	351	0	13	0	11	98.64	79.48
