id,dam,sire,Sex
6200,6103,6108,F
6201,6103,6108,F
6202,,5696,F
6203,6104,5318,M
6204,6104,5914,M
6205,6104,5482,M
6206,6103,6108,M
6207,,6114,M
6208,,5982,M
6209,,6115,M
6210,,6105,M
6211,6120,6133,F
6212,6120,5457,F
6213,6120,5484,M
6214,6120,5457,M
6215,5005,5496,M
6216,5005,5496,M
6217,5005,5716,M
6218,5005,5496,M
6219,5247,6108,F
6220,5247,5312,F
6221,5247,6112,F
6222,5247,6108,M
6223,5236,5723,F
6224,5236,5723,F
6225,5236,5723,F
6226,5236,5723,F
6227,5236,5723,F
6228,5236,5723,M
6229,5236,5147,M
6230,5236,5723,M
6231,5210,5506,F
6232,5210,5506,F
6233,5210,5506,F
6234,5210,6135,M
6235,5210,6109,M
6236,5210,5482,M
6237,5210,5506,M
6238,5212,5256,F
6239,5212,5466,F
6240,5212,5466,M
6241,5330,5471,F
6242,5330,5482,M
6243,5330,5716,M
6244,5476,5318,F
6245,5476,5466,F
6246,5476,5471,M
6247,5232,5927,F
6248,5232,5256,F
6249,5232,5256,F
6250,5232,5927,M
6251,5693,5608,F
6252,5693,5608,F
6253,5693,5608,M
6254,5693,5608,M
6255,5656,5142,F
6256,5656,4713,F
6257,5656,4713,F
6258,5652,5496,F
6259,5652,6108,F
6260,5652,5496,M
6261,5700,5466,F
6262,5700,5256,F
6263,5700,5466,M
6264,5304,5510,F
6265,5304,5166,M
6266,5304,5510,M
6267,5226,6133,F
6268,5226,5318,M
6269,5226,5506,M
6270,5485,5167,F
6271,5485,5167,F
6272,5485,6110,F
6273,5485,5499,M
6274,5486,5482,F
6275,5486,6113,F
6276,5486,5482,M
6277,5486,5499,M
6278,5486,5482,M
6279,5486,6113,M
6280,5486,6113,M
6281,5337,5601,F
6282,5337,5601,F
6283,5337,5601,M
6284,5508,5510,M
6285,5508,5510,M
6286,5508,5510,M
6287,5715,5471,F
6288,5715,5471,M
6289,5715,5142,M
6290,5907,5482,F
6291,5907,5465,M
6292,5908,5982,F
6293,5908,5466,M
6294,5908,5471,M
6295,5910,5166,M
6296,5910,5166,M
6297,5910,5166,M
6298,5945,5318,F
6299,5945,5482,F
6300,5945,5482,F
6301,5954,6111,F
6302,5954,6111,M
6303,5954,6112,M
6304,5983,4713,F
6305,5983,4713,M
6306,5726,5723,M
6307,5726,5723,M
6308,5440,6004,F
6309,5440,5515,F
6310,5071,6106,F
6311,5071,4413,F
6312,5071,5447,M
6313,5050,5466,F
6314,5050,5471,M
6315,5050,5717,M
6316,5050,5471,M
6317,5056,5514,M
6318,5056,5514,M
6319,5056,5514,M
6320,5171,5172,M
6321,5171,5172,M
6322,5171,5070,M
6323,5171,5447,M
6324,5367,5515,M
6325,5367,5515,M
6326,5367,4413,M
6327,5380,5172,F
6328,5380,5172,F
6329,5380,6148,F
6330,5380,5172,M
6331,5382,5421,F
6332,5382,5439,M
6333,5414,5822,M
6334,5414,6106,M
6335,5414,5822,M
6336,5757,5821,F
6337,5757,5821,M
6338,5757,5821,M
6339,5797,6060,F
6340,5797,5152,F
6341,5797,5822,F
6342,5797,5152,F
6343,5797,6106,F
6344,5797,6106,M
6345,5806,5421,M
6346,5806,5439,M
6347,5806,5169,M
6348,5368,5514,F
6349,5368,6106,M
6350,4040,5826,F
6351,4040,5826,F
6352,4040,5821,M
6353,4040,5347,M
6354,6018,5070,F
6355,6018,5447,M
6356,6018,5174,M
6357,6034,5155,F
6358,6034,5818,M
6359,6034,5155,M
6360,6037,6107,F
6361,6037,5152,M
6362,6037,5421,M
6363,6037,6107,M
6364,6038,6146,F
6365,6038,6145,M
6366,6040,5169,F
6367,6040,5515,F
6368,6040,5515,F
6369,6047,5789,F
6370,6047,6148,M
6371,6051,5439,F
6372,6051,6106,M
6373,6051,6069,M
6374,6066,5172,M
6375,6066,5172,M
6376,6075,5822,F
6377,6075,5822,F
6378,6075,5822,M
6379,,,F
6380,6379,,F
6381,,,M
6382,,,M
6383,,,M
6384,,,M
6385,,,M
6386,,,M
6387,,,M
6388,,,M
6389,,,M
6400,,,F
6401,,,F
6402,,,M
6403,,,M
6404,,,M
6405,,,M
6406,,,M
6407,,,M
6408,,,M
6409,,,M
6410,,,M
6411,,,M
6412,,,M
6413,,,M
6414,,,M
6415,,,M
6416,,,M
6417,6380,,F
6418,5241,,F
6419,6247,5982,F
6420,6247,5318,F
6421,6247,5982,F
6422,6301,5716,F
6423,6301,5716,M
6424,6301,5716,M
6425,6201,5471,F
6426,6201,5471,M
6427,6201,5471,M
6428,6201,5471,M
6429,6400,5911,F
6430,6400,6381,F
6431,6400,5318,M
6432,6104,6139,M
6433,6104,5457,M
6434,6104,5318,M
6435,6401,6382,F
6436,6401,5906,M
6437,6401,5906,M
6438,5247,5496,F
6439,5247,5496,F
6440,5247,5466,M
6441,5247,5496,M
6442,5247,5496,M
6443,5210,6384,F
6444,5210,6138,F
6445,5210,6384,F
6446,5212,5466,M
6447,5212,5927,M
6448,5212,5927,M
6449,5212,6142,M
6450,5232,5927,F
6451,5232,5927,F
6452,5232,5927,M
6453,5232,5927,M
6454,5693,5470,F
6455,5693,5470,F
6456,5693,5266,F
6457,5693,5601,M
6458,5693,6385,M
6459,5693,6385,M
6460,5652,5906,F
6461,5652,5723,F
6462,5652,6383,M
6463,5652,5723,M
6464,5700,5996,F
6465,5700,5256,F
6466,5226,6205,F
6467,5226,6138,F
6468,5226,5318,F
6469,5226,6138,M
6470,5485,5167,F
6471,5485,5499,F
6472,5485,5717,M
6473,5485,5717,M
6474,5508,5318,F
6475,5508,6133,F
6476,5508,5911,F
6477,5907,5466,F
6478,5907,5466,M
6479,5907,5466,M
6480,5908,6142,F
6481,5908,5470,F
6482,5908,6142,M
6483,5909,5457,M
6484,5909,5318,M
6485,5909,5318,M
6486,5910,5256,F
6487,5910,5256,M
6488,5910,5510,M
6489,5931,6205,F
6490,5931,6204,F
6491,5931,6403,M
6492,5954,5470,F
6493,5954,5470,F
6494,5954,5470,M
6495,5954,5470,M
6496,5983,5927,F
6497,5983,5927,F
6498,5983,5927,F
6499,5983,5927,M
6500,6417,5717,M
6501,6417,5717,M
6502,6417,5717,M
6503,,,F
6504,,,F
6505,,,F
6506,,,F
6507,,,F
6508,,,F
6509,,,M
6510,,,M
6511,,,M
6512,,,M
6513,,,M
6514,,,M
6515,,6389,M
6516,6126,5826,M
6517,6126,5421,M
6518,6126,6057,M
6519,6128,6387,F
6520,6128,5822,F
6521,6128,6387,M
6522,5367,5447,F
6523,5367,5447,F
6524,5367,6511,F
6525,5367,6057,F
6526,5367,6511,F
6527,5367,6057,F
6528,5367,6057,F
6529,5367,5515,M
6530,5414,6031,F
6531,5414,5439,M
6532,5449,5818,F
6533,5449,5818,F
6534,5449,5818,M
6535,6034,6388,F
6536,6034,5515,M
6537,6034,5515,M
6538,6034,5515,M
6539,6040,5172,F
6540,6040,5172,F
6541,6040,6026,F
6542,6040,5172,M
6543,6047,5515,F
6544,6047,5515,F
6545,6047,5515,F
6546,6047,5515,M
6547,6059,6026,M
6548,6059,6026,M
6549,6066,6386,F
6550,6066,6386,F
6551,6066,6386,M
6552,6090,5822,F
6553,6090,5822,F
6554,6090,5169,M
6555,6505,6386,F
6556,,,F
6557,,,F
6558,,5818,F
6559,6504,5825,M
6560,6504,6413,M
6561,,6389,M
6562,,,M
6600,,,F
6601,,,F
6602,,,F
6603,,,F
6604,,,F
6605,,,F
6606,,,F
6607,,,F
6608,,,F
6609,,,F
6610,,,F
6611,,,F
6612,,,F
6613,6601,,M
6614,6601,,F
6615,6601,,M
6616,6602,,M
6617,6603,,F
6618,6602,,M
6619,6603,,F
6620,6602,,M
6621,6604,,M
6622,6604,,M
6623,6610,,F
6624,6610,,F
6625,6608,,M
6626,6608,,M
6627,6612,,F
6628,6612,,M
6629,6600,,F
6630,6600,,M
6631,6607,,M
6632,6607,,M
6633,6611,,F
6634,6606,,M
6635,6606,,M
6636,6605,,M
6637,6609,,F
6638,6609,,F
6639,6609,,F
6640,6611,,F
6641,6605,,F
6642,6611,,M
6643,,,F
6644,,,F
6645,,,F
6646,,,F
6647,,,F
6648,,,F
6649,,,F
6650,,,F
6651,,,F
6652,,,F
6653,,,F
6654,,,F
6655,,,F
6656,,,F
6657,,,F
6658,,,F
6659,,,F
6660,,,F
6661,,,F
6662,,,F
6663,,,F
6664,,,F
6665,,,F
6666,,,F
6667,,,F
6668,,,F
6669,,,F
6670,6643,,M
6671,6643,,F
6672,6643,,M
6673,6644,,F
6674,6644,,F
6675,6645,,M
6676,6645,,M
6677,6644,,F
6678,6645,,F
6679,6646,,F
6680,6646,,M
6681,6644,,F
6682,6646,,M
6683,6646,,F
6684,6645,,F
6685,6647,,M
6686,6647,,F
6687,6647,,M
6688,6648,,M
6689,6648,,F
6690,6648,,M
6691,6649,,F
6692,6650,,F
6693,6650,,M
6694,6650,,M
6695,6649,,M
6696,6649,,M
6697,6651,,F
6698,6651,,F
6699,6651,,F
6700,6652,,M
6701,6652,,F
6702,6652,,F
6703,6652,,F
6704,6653,,M
6705,6653,,F
6706,6653,,M
6707,6654,,M
6708,6654,,M
6709,6654,,F
6710,6654,,F
6711,6655,,F
6712,6655,,M
6713,6656,,F
6714,6655,,F
6715,6655,,F
6716,6656,,F
6717,6657,,F
6718,6656,,M
6719,6657,,F
6720,6657,,F
6721,6658,,M
6722,6658,,M
6723,6658,,M
6724,6659,,M
6725,6660,,M
6726,6660,,M
6727,6661,,F
6728,6661,,F
6729,6659,,M
6730,6659,,M
6731,6661,,M
6732,6659,,M
6733,6662,,F
6734,6662,,M
6735,6662,,M
6736,6663,,M
6737,6664,,M
6738,6664,,M
6739,6664,,F
6740,6664,,M
6741,6663,,M
6742,6665,,F
6743,6665,,F
6744,6666,,M
6745,6666,,M
6746,6666,,M
6747,6667,,F
6748,6667,,F
6749,6668,,M
6750,6668,,F
6751,6669,,F
6752,,,F
6753,,,F
6754,,,F
6755,,,F
6756,,,F
6757,,,F
6758,,,F
6759,,,F
6760,,,F
6761,,,F
6762,,,F
6763,6752,,M
6764,6753,,M
6765,6753,,M
6766,6753,,F
6767,6752,,M
6768,6754,,F
6769,6755,,F
6770,6755,,F
6771,6755,,M
6772,6754,,F
6773,6756,,F
6774,6756,,M
6775,6757,,F
6776,6756,,M
6777,6757,,M
6778,6757,,F
6779,6758,,M
6780,6759,,F
6781,6759,,F
6782,6760,,F
6783,6758,,M
6784,6759,,F
6785,6760,,M
6786,6761,,F
6787,6761,,M
6788,6762,,M
6789,6762,,M
6790,6762,,F
6791,6761,,F
6792,6755,,M
6793,6755,,F
6794,,,F
6795,,,F
6796,,,F
6797,,,F
6798,,,F
6799,,,F
6800,,,F
6801,,,F
6802,6797,,F
6803,6797,,F
6804,6797,,F
6805,6798,,F
6806,6755,,F
6807,6755,,F
6808,6755,,F
6809,6798,,M
6810,6798,,F
6811,6799,,M
6812,6799,,F
6813,6799,,F
6814,6757,,M
6815,6757,,M
6816,6757,,M
6817,6800,,F
6818,6801,,M
6819,6801,,F
6820,6801,,F
6821,6800,,F
6822,6759,,F
6824,6759,,F
6825,6794,,M
6826,6794,,F
6827,6759,,F
6828,6795,,M
6829,6795,,F
6830,6795,,M
6831,6796,,M
6832,6796,,F
6833,,,M
6834,,,M
6835,,,M
6836,,,M
6837,,,M
6838,,,M
6850,,,F
6851,,,M
6852,,,M
6853,,,M
6854,,,F
6855,,,M
6856,,,F
6857,,,F
6858,,,M
6859,,,M
6860,,,M
6861,,,F
6862,,,M
6863,,,M
6864,,,F
6865,,,F
6866,,,F
6867,,,F
6868,,,M
6869,,,M
6870,,,F
6871,,,M
6872,,,F
6873,,,M
6874,,,F
6875,,,F
6876,,,M
6877,,,M
6878,,,M
6879,,,M
6880,,,M
6881,,,M
6882,,,F
6883,,,M
6884,,,F
6885,,,F
6886,,,M
6887,,,F
6888,,,F
6889,,,M
6890,,,F
6891,,,F
6892,,,M
6893,,,F
6894,,,F
6895,,,F
6896,,,M
6897,,,F
6898,,,F
6899,,,M
6900,,,F
6901,6794,,M
6902,,,F
6903,,,F
6904,,,M
6905,,,M
6906,,,F
6907,,,F
6908,,,M
6909,,,M
6910,,,M
6911,,,F
6912,,,M
6913,,,M
6914,,,F
6915,,,F
6916,,,M
6917,,,F
6918,,,M
6919,,,F
6920,,,M
6921,,,F
6922,,,F
6923,,,M
6924,,,F
6925,6890,6910,M
6926,6890,,M
6927,6894,6835,F
6928,6894,6836,F
6929,6894,6835,F
6930,6857,6562,M
6931,6857,6871,F
6932,6857,,M
6933,6888,6920,M
6934,6888,6920,F
6935,6917,6877,F
6936,6917,,F
6937,6917,,M
6938,6867,,M
6939,6867,,M
6940,6924,,M
6941,6924,,M
6942,6924,,F
6943,6924,,F
6944,6872,6913,F
6945,6872,6833,F
6946,6872,,M
6947,6812,6913,F
6948,6812,,F
6949,6812,,M
6950,6822,6837,M
6951,6822,6837,F
6952,6822,6901,M
6953,6893,,M
6954,6893,,M
6955,6893,,M
6956,6903,,M
6957,6903,,M
6958,6903,,F
6959,6903,,M
6960,6813,,M
6961,6813,,M
6962,6813,6833,F
6963,6768,,F
6964,6768,,M
6965,6757,6868,M
6966,6757,,M
6967,6757,6901,F
6968,6885,,M
6969,6885,6838,M
6970,6885,6834,F
6971,6856,6886,M
6972,6907,,M
6973,6907,,F
6974,6856,6916,F
6975,6856,6916,M
6976,6856,6909,M
6977,6907,,F
6978,6854,6920,F
6979,6854,6908,M
6980,6854,6892,M
6981,6906,6909,M
6982,6906,6909,M
6983,6906,6909,M
6984,6921,,M
6985,6921,,F
6986,6882,6896,F
6987,6882,6899,M
6988,6882,,M
6989,,,M
6990,,,M
6991,,,M
6992,,,M
6993,,,M
6994,,,M
7000,,,F
7001,,,M
7002,,,F
7003,,,M
7004,,,F
7005,,,M
7006,,,F
7007,,,F
7008,,,F
7009,,,M
7010,,,F
7011,,,F
7012,,,F
7013,,,M
7014,,,M
7015,,,M
7016,,,M
7017,,,M
7018,,,F
7019,,,F
7020,,,F
7021,,,F
7022,,,F
7023,,,F
7024,,,M
7025,,,F
7026,,,M
7028,,,F
7029,,,M
7030,,,F
7031,,,M
7032,,,F
7033,,,M
7034,,,M
7035,,,F
7036,,,M
7037,,,M
7038,,,F
7039,,,M
7040,,,F
7041,,,F
7042,,,F
7043,,,M
7044,,,M
7045,6850,,F
7046,6850,,M
7047,6850,6994,M
7048,6850,,M
7049,6874,,M
7050,6902,,M
7051,6874,6925,F
7052,6902,,F
7053,6902,,M
7054,6874,,M
7055,6891,,F
7056,6856,6858,M
7057,6891,6933,M
7058,6856,,M
7059,6856,6908,M
7060,6856,,M
7061,6891,6871,F
7062,6917,,F
7063,6875,6920,F
7064,6875,,M
7065,6875,,F
7066,6812,,F
7067,6812,6868,F
7068,6875,,M
7069,6812,,F
7070,6903,,F
7071,6903,,F
7072,6903,6899,M
7073,6870,,F
7074,6870,,M
7075,6870,,F
7076,6903,,F
7077,6907,,F
7078,6907,,F
7079,6907,6858,F
7080,6907,6992,F
7081,6921,,F
7082,6921,,F
7083,6921,,M
7084,6921,,M
7085,6921,,F
7086,6865,6899,F
7087,6865,,M
7088,6865,,M
7089,6911,,F
7090,6911,,M
7091,6919,,M
7092,6919,,F
7093,6911,,M
7094,6882,,M
7095,6882,,M
7096,6861,,F
7097,6935,,F
7098,6935,,F
7099,6861,,F
7100,6882,,M
7101,6935,,M
7102,6854,,M
7103,6854,,M
7104,6854,,F
7105,6885,6989,M
7106,6885,6989,M
7107,6885,,F
7108,6822,7033,M
7109,6822,6869,F
7110,6854,,F
7111,6822,6901,F
7112,6947,,M
7113,6947,,F
7114,6947,,F
7115,6813,,F
7116,6813,6851,M
7117,7038,,F
7118,7038,,M
7119,7038,,F
7120,6813,6892,F
7121,6931,,F
7122,6931,,F
7123,6931,,F
7124,6897,,F
7125,6897,,M
7126,6897,6908,F
7127,6928,,M
7128,6928,,M
7129,6928,,F
7130,6900,,F
7131,6900,,M
7132,6900,6965,F
7133,6978,,F
7134,6978,,F
7135,6978,,M
7136,6934,6983,F
7137,6934,,F
7138,6894,,M
7139,6894,,F
7140,6894,,M
7141,6894,,F
7142,6761,,M
7143,6761,,F
7144,6761,,M
7145,6888,,F
7146,6761,,M
7147,6945,,M
7148,6945,,M
7149,6887,6868,M
7150,6945,,F
7151,6887,,F
7152,6887,,M
7153,6887,6879,M
7154,6768,,F
7155,6768,,M
7156,6768,,F
7157,6944,7037,M
7158,6944,,M
7159,6944,,F
7160,7028,,F
7161,7028,,M
7162,7028,,F
7163,6929,,F
7164,6962,,M
7165,6962,,M
7166,6929,,M
7167,6929,,M
7168,6929,,M
7169,6951,,F
7170,6951,6901,F
7171,6974,6855,F
7172,6974,6855,M
7173,6917,6983,F
7174,6917,,F
7175,6917,,M
7176,6867,,M
7177,6867,,M
7178,6867,,F
7179,6867,,M
7180,7025,7037,F
7181,7025,,M
7182,6914,,M
7183,6914,,F
7184,6914,,F
7185,6872,,M
7186,7012,6990,M
7187,7012,6990,M
7188,7012,6991,F
7189,6927,,F
7190,6927,,M
7191,6866,,F
7192,6866,,F
7193,6866,,F
7194,7019,,M
7195,7019,6869,F
7196,,,M
7197,,,M
7198,,,M
7210,,,F
7211,,,F
7212,,,M
7213,,,F
7214,,,M
7215,,,F
7216,,,M
7217,,,M
7218,,,F
7219,,,F
7220,,,F
7221,,,F
7223,,,M
7225,,,F
7226,,,F
7227,,,M
7228,,,F
7229,,,M
7230,,,M
7231,,,F
7232,,,F
7233,,,F
7234,,,M
7235,,,M
7236,,,F
7237,,,M
7238,,,F
7239,,,F
7240,,,M
7241,,,F
7242,,,M
7243,,,F
7244,,,F
7245,,,F
7246,,,F
7247,,,F
7248,,,M
7249,,,F
7250,,,M
7251,,,M
7252,,,F
7253,,,F
7254,,,M
7255,,,M
7256,,,M
7257,,,M
7258,,,M
7259,,,F
7260,,,M
7261,,,F
7262,,,M
7263,,,F
7264,7035,7036,F
7265,7019,,M
7266,7019,6825,M
7267,7019,7036,F
7268,6911,,F
7269,6911,,F
7270,6911,,F
7271,6911,,F
7272,6903,,F
7273,6903,,M
7274,6903,,F
7275,6903,,M
7276,6935,,F
7277,6935,7047,M
7278,6935,7047,M
7279,6885,,M
7280,6885,,F
7281,6885,,F
7282,6865,7014,M
7283,6865,7047,F
7284,6865,,M
7285,6947,,F
7286,6947,,F
7287,6947,,M
7288,6865,6896,M
7289,6894,,M
7290,6894,,M
7291,6894,,M
7292,6894,,F
7293,6907,7039,F
7294,6907,6916,M
7295,6891,,F
7296,6907,,F
7297,6813,,M
7298,6813,6971,F
7299,6813,,F
7300,6874,7033,F
7301,6874,,F
7302,6870,,M
7303,6870,,M
7304,6813,,M
7305,6874,,M
7306,7040,7036,M
7307,7040,,F
7308,6854,,F
7309,6919,6908,M
7310,6854,6892,M
7311,6854,7196,F
7312,6919,,M
7313,6919,,M
7314,6914,6863,F
7315,6914,6863,F
7316,6914,,F
7317,6914,7033,F
7318,7006,7186,F
7319,6822,6965,F
7320,6822,6883,M
7321,6822,6925,F
7322,6900,,F
7323,6900,,F
7324,6900,,M
7325,6974,7047,F
7326,7120,,F
7327,7120,,M
7328,7120,,M
7329,7120,,F
7330,6974,7047,F
7331,6974,,F
7332,6900,,M
7333,6902,6983,F
7334,6931,6871,M
7335,6931,,F
7336,6931,,F
7337,6931,,F
7338,7038,,M
7339,7038,7197,M
7340,7038,,M
7341,6934,6877,M
7342,7080,,M
7343,7080,,M
7344,7080,,F
7345,7086,,F
7346,7086,,F
7347,6944,,M
7348,6944,,F
7349,6944,,F
7350,6944,6877,M
7351,7041,,F
7352,7041,,M
7353,7041,,M
7354,7041,,F
7355,7180,,M
7356,7180,,F
7357,7180,,M
7358,7109,,M
7359,7109,,M
7360,7109,,M
7361,6856,,M
7362,6856,6982,F
7363,6891,,F
7364,6891,,M
7365,6891,,F
7366,6891,,M
7368,6875,,M
7369,6875,,M
7370,6875,,F
7371,6875,,M
7372,6875,,M
7373,6911,,F
7374,6911,,M
7375,6911,,M
7376,6911,,M
7377,6887,6883,F
7378,6887,,F
7379,6887,,M
7380,6887,,F
7381,6887,,M
7382,7136,,M
7383,7136,6860,F
7384,6951,,M
7385,7111,,M
7386,7111,6852,M
7387,6951,6883,M
7388,7111,,F
7389,6761,,F
7390,6903,,F
7391,6903,,M
7392,6903,6879,F
7393,6978,,F
7394,6978,6904,M
7395,7188,,F
7396,7188,6950,F
7397,6866,,F
7398,7210,,M
7399,7210,,F
7400,6866,,M
7401,6929,6980,F
7402,6929,,F
7403,6929,,F
7404,6929,,M
7405,6866,7227,F
7406,,,M
7407,,7260,M
7408,,,M
7409,,,M
7418,,,M
7419,,,M
7420,,,F
7421,,,M
7422,,,F
7423,,,M
7424,,,F
7425,,,M
7426,,,M
7427,,,M
7428,,,F
7429,,,F
7430,,,F
7431,,,M
7432,,,M
7433,,,F
7434,,,M
7435,,,M
7436,,,M
7437,,,F
7438,,,F
7439,,,M
7440,,,M
7441,,,M
7442,,,M
7443,,,F
7444,,,F
7445,,,M
7446,,,M
7447,,,M
7448,,,M
7449,,,F
7450,,,F
7451,,,F
7452,,,F
7453,,,F
7454,,,M
7455,,,M
7456,,,M
7457,,,0
7459,,,F
7460,,,M
7461,,,F
7462,,,M
7463,,,F
7464,,,M
7465,,,M
7466,,,M
7467,,,F
7468,,,F
7469,,,M
7470,,,M
7471,,,M
7472,,,M
7473,7035,,M
7474,7035,,F
7475,7035,,F
7476,6865,,M
7477,6865,,M
7478,6865,,F
7479,6865,,F
7480,6978,,F
7481,6854,6908,F
7482,6854,,M
7483,6854,,F
7484,6854,,F
7485,6854,6908,F
7486,6978,7198,M
7487,6978,7031,M
7488,6978,,F
7489,6822,7242,M
7490,6822,6965,F
7491,6822,6965,M
7492,7120,6971,M
7493,7120,,M
7494,7120,,F
7495,7120,,M
7496,7120,6971,F
7497,7038,,M
7498,7038,,F
7499,7132,,M
7500,7132,7242,F
7501,7170,6965,M
7502,7170,7242,M
7503,7170,7242,F
7504,6947,,M
7505,6947,7282,M
7506,6947,7116,F
7507,6947,7282,M
7508,6887,,F
7509,6887,,M
7510,6887,,M
7511,6887,6876,M
7512,6887,6876,F
7513,7311,,M
7514,7311,,M
7515,6897,,F
7516,6897,,M
7517,6897,,M
7518,7211,,M
7519,7211,,M
7520,7211,,F
7521,7211,,F
7522,7211,,M
7523,6900,,F
7524,6900,,F
7525,6900,,M
7526,6900,,M
7527,7283,,M
7528,7111,,F
7529,7283,,F
7530,7111,,M
7531,7111,,M
7532,7283,7407,F
7533,7283,,M
7534,7283,,M
7535,7030,,M
7536,7030,,F
7537,7030,,F
7538,6914,,M
7539,6914,,M
7540,6914,,M
7541,6914,,F
7542,6914,,F
7543,7300,,F
7544,7300,,M
7545,7300,,M
7546,7321,,M
7547,7321,,F
7548,7321,,F
7549,7315,7266,M
7550,7315,7418,F
7551,7315,7187,M
7552,7315,,F
7553,7219,6983,F
7554,7219,,F
7555,7219,,M
7556,7219,7116,F
7557,7317,7320,F
7558,7173,7262,F
7559,7173,7350,F
7560,7317,7320,F
7561,7317,,M
7562,7173,,M
7563,7317,,M
7564,7377,,F
7565,7377,,F
7566,7377,,F
7567,7377,,M
7568,7035,,M
7569,7035,,F
7570,7035,7306,M
7571,7035,,F
7572,7035,7306,F
7573,6874,7033,F
7574,6874,7157,F
7575,6874,,M
7576,7264,,F
7577,7264,7258,M
7578,7264,,M
7579,7264,7258,F
7580,7325,,M
7581,7325,,M
7582,7325,,M
7583,6865,7277,F
7584,7392,7256,F
7585,6865,7310,F
7586,7392,7256,M
7587,6865,7310,F
7588,7392,,F
7589,6865,7310,F
7590,6944,6908,M
7591,6944,,M
7592,6944,6983,F
7593,6944,,M
7594,7210,,M
7595,7210,7116,F
7596,7210,,M
7597,7314,7242,F
7598,7314,7387,F
7599,7314,,M
7600,7314,,M
7601,7314,,F
7602,6866,,M
7603,6866,,F
7604,7267,,M
7605,7318,6952,M
7606,7396,,F
7607,7396,,M
7608,7396,,F
7609,7318,7212,M
7610,7051,6976,F
7611,7247,6923,F
7612,7051,6976,M
7613,7051,6976,F
7614,7247,7234,F
7615,7247,,M
7616,7247,,F
7617,7330,6971,M
7618,7330,,M
7619,7330,6971,F
7620,7252,7288,M
7621,7252,,M
7622,7252,7288,M
7623,7405,,M
7624,7038,,F
7625,7038,,F
7626,7038,,F
7627,7038,,F
7628,7188,,M
7629,7188,,F
7630,7188,,F
7631,7188,,F
7632,7040,7427,F
7633,7040,,M
7634,7040,6976,M
7635,7040,6976,M
7636,6929,,M
7637,6929,6883,F
7638,6929,6980,M
7639,6929,7039,M
7640,7086,,F
7641,7086,,M
7642,7030,,F
7643,7030,,F
7644,7030,7214,M
7645,7030,,M
7646,7319,6925,M
7647,7319,6925,M
7648,7111,,M
7649,7111,7251,F
7650,7111,,M
7651,7111,,F
7652,7430,,F
7653,7430,,M
7654,7430,,F
7655,7430,,F
7656,6887,,F
7657,6887,,M
7658,6887,7440,F
7659,6887,,M
7660,7422,6892,M
7661,7422,6904,F
7662,7422,,M
7663,7396,,M
7664,7396,,M
7665,7396,,F
7666,7211,7149,F
7667,7211,,F
7668,7396,,M
7669,7211,7149,M
7671,6947,,M
7672,6947,7419,F
7673,6947,6983,M
7674,6854,7407,M
7675,6854,,F
7676,6854,7407,M
7677,6914,,M
7678,6914,7387,F
7679,6914,7387,M
7680,6914,,F
7690,,,F
7691,,,M
7692,,,F
7693,,,M
7694,,,F
7695,,,F
7696,,,F
7697,,,M
7698,,,F
7699,,,F
7700,,,F
7701,,,M
7702,,,F
7703,,,F
7704,,,M
7705,,,F
7706,,,F
7707,,,M
7708,,,M
7709,,,M
7710,,,F
7711,,,F
7712,,,M
7713,,,M
7714,,,M
7715,,,F
7716,,,M
7717,,,M
7718,,,M
7719,,,F
7720,,,F
7721,,,M
7722,,,M
7723,,,F
7724,,,F
7725,7079,6979,M
7726,7428,,F
7727,7428,,F
7728,7396,,F
7729,7396,,F
7730,6864,,F
7731,6864,,F
7732,6864,,F
7733,7004,,F
7734,7004,,F
7735,7004,,M
7736,7004,,F
7737,7556,,F
7738,7556,,M
7739,7318,,M
7740,7318,,M
7741,7318,,F
7742,7430,,F
7743,7430,,F
7744,7430,,F
7745,7592,,M
7746,7592,,M
7747,6887,,F
7748,6887,,F
7749,6887,,F
7750,6887,,M
7751,6887,,M
7752,6887,,F
7753,6887,7549,F
7754,6887,,F
7755,6887,,F
7756,6887,,M
7757,7314,7072,F
7758,7314,,F
7759,7314,,F
7760,7314,,M
7761,7314,7072,M
7762,6944,,F
7763,6944,,F
7764,6944,,F
7765,6944,,F
7766,6944,,M
7767,7658,,F
7768,7658,,F
7769,7658,,M
7770,7658,,F
7771,7173,,F
7772,7173,,F
7773,7173,,F
7774,7597,,F
7775,7597,,M
7776,7597,,M
7777,7558,,M
7778,7558,,M
7779,7558,,M
7780,7558,,F
7781,7584,7431,F
7782,7584,,M
7783,7584,,M
7784,7584,,M
7785,7392,,F
7786,7392,,M
7787,7392,,M
7788,7392,,F
7789,6914,,M
7790,6914,,M
7791,6914,,F
7792,6914,,F
7793,6914,,M
7794,6914,,M
7795,7724,,M
7796,7724,,M
7797,7724,,M
7798,7724,,M
7799,6947,,F
7800,6947,,M
7801,6947,,M
7802,7666,,M
7803,7666,7491,F
7804,7666,,F
7805,7315,7501,M
7806,7315,,M
7807,7315,6965,F
7808,7315,,M
7809,7252,,M
7810,7252,7256,F
7811,7252,,M
7812,7252,,F
7813,7211,,M
7814,7211,,F
7815,7211,,M
7816,7211,,F
7817,7583,,F
7818,7583,,F
7819,7583,,M
7820,7583,,M
7821,7506,,F
7822,7506,,F
7823,7506,,F
7824,7506,,F
7825,7321,6965,F
